district,librarian_fte,year,librarians_per_school,students_per_librarian,teachers_per_librarian,teacher_fte,locale_code,locale_tier
Enumclaw School District (WA),2.0,2021-22,0.2,2121.0,115.0,229.08,21.0,Suburban
Enumclaw School District (WA),2.0,2022-23,0.2,2218.0,121.0,241.0,21.0,Suburban
Enumclaw School District (WA),1.0,2023-24,0.1,4550.0,246.0,245.51,21.0,Suburban
Enumclaw School District (WA),0.7,2024-25,0.08,6489.0,341.0,239.01,21.0,Suburban
Ephrata School District (WA),1.0,2015-16,0.13,2414.0,127.0,127.32,32.0,Mid-size
Ephrata School District (WA),1.0,2016-17,0.13,2500.0,138.0,138.35,32.0,Mid-size
Ephrata School District (WA),1.0,2017-18,0.11,2602.0,141.0,141.26,32.0,Mid-size
Ephrata School District (WA),1.0,2018-19,0.14,2623.0,144.0,144.36,32.0,Mid-size
Ephrata School District (WA),1.0,2019-20,0.13,2738.0,142.0,142.11,32.0,Mid-size
Ephrata School District (WA),1.0,2020-21,0.13,2578.0,142.0,142.28,32.0,Mid-size
Ephrata School District (WA),1.0,2021-22,0.13,2701.0,138.0,137.51,32.0,Mid-size
Ephrata School District (WA),1.0,2022-23,0.13,2807.0,149.0,149.0,32.0,Mid-size
Ephrata School District (WA),1.0,2023-24,0.13,2853.0,151.0,151.01,32.0,Mid-size
Ephrata School District (WA),1.0,2024-25,0.13,2833.0,153.0,153.09,32.0,Mid-size
Evaline School District (WA),0.0,2015-16,0.0,,,2.38,41.0,Rural
Evaline School District (WA),0.0,2016-17,0.0,,,2.46,41.0,Rural
Evaline School District (WA),0.0,2017-18,0.0,,,2.96,41.0,Rural
Evaline School District (WA),0.0,2018-19,0.0,,,3.85,41.0,Rural
Evaline School District (WA),0.0,2019-20,0.0,,,4.88,41.0,Rural
Evaline School District (WA),0.0,2020-21,0.0,,,5.37,41.0,Rural
Evaline School District (WA),0.0,2021-22,0.0,,,5.0,41.0,Rural
Evaline School District (WA),0.0,2022-23,0.0,,,6.0,41.0,Rural
Evaline School District (WA),0.0,2023-24,,,,4.74,41.0,Rural
Evaline School District (WA),0.0,2024-25,,,,4.38,41.0,Rural
Everett School District (WA),25.17,2015-16,0.79,792.0,38.0,958.3,12.0,Urban
Everett School District (WA),24.49,2016-17,0.77,826.0,41.0,1002.18,12.0,Urban
Everett School District (WA),24.0,2017-18,0.75,852.0,43.0,1043.75,12.0,Urban
Everett School District (WA),17.52,2018-19,0.55,1191.0,63.0,1105.62,12.0,Urban
Everett School District (WA),19.03,2019-20,0.58,1112.0,58.0,1103.97,12.0,Urban
Everett School District (WA),16.43,2020-21,0.5,1231.0,67.0,1103.46,12.0,Urban
Everett School District (WA),16.38,2021-22,0.5,1237.0,62.0,1015.32,12.0,Urban
Everett School District (WA),17.39,2022-23,0.53,1171.0,63.0,1102.0,12.0,Urban
Everett School District (WA),12.5,2023-24,0.38,1625.0,85.0,1058.69,12.0,Urban
Everett School District (WA),12.25,2024-25,0.37,1673.0,88.0,1073.71,12.0,Urban
Evergreen School District (Clark) (WA),31.71,2015-16,0.83,820.0,46.0,1448.5,12.0,Urban
Evergreen School District (Clark) (WA),31.67,2016-17,0.81,828.0,46.0,1465.43,12.0,Urban
Evergreen School District (Clark) (WA),32.19,2017-18,0.85,797.0,46.0,1474.17,12.0,Urban
Evergreen School District (Clark) (WA),32.66,2018-19,0.84,779.0,47.0,1528.96,12.0,Urban
Evergreen School District (Clark) (WA),18.05,2019-20,0.46,1386.0,83.0,1500.7,12.0,Urban
Evergreen School District (Clark) (WA),18.7,2020-21,0.48,1260.0,78.0,1450.2,12.0,Urban
Evergreen School District (Clark) (WA),18.74,2021-22,0.48,1219.0,71.0,1326.59,12.0,Urban
Evergreen School District (Clark) (WA),21.98,2022-23,0.56,1028.0,61.0,1348.0,12.0,Urban
Evergreen School District (Clark) (WA),8.39,2023-24,0.22,2628.0,156.0,1311.71,12.0,Urban
Evergreen School District (Clark) (WA),0.0,2024-25,,,,1270.53,12.0,Urban
Evergreen School District (Stevens) (WA),0.0,2015-16,0.0,,,2.0,43.0,Distant Rural
Evergreen School District (Stevens) (WA),0.0,2016-17,0.0,,,2.0,43.0,Distant Rural
Evergreen School District (Stevens) (WA),0.0,2017-18,0.0,,,2.32,43.0,Distant Rural
Evergreen School District (Stevens) (WA),0.0,2018-19,0.0,,,2.39,43.0,Distant Rural
Evergreen School District (Stevens) (WA),0.0,2019-20,0.0,,,2.78,43.0,Distant Rural
Evergreen School District (Stevens) (WA),0.0,2020-21,0.0,,,2.24,43.0,Distant Rural
Evergreen School District (Stevens) (WA),0.0,2021-22,0.0,,,2.6,43.0,Distant Rural
Evergreen School District (Stevens) (WA),0.0,2022-23,0.0,,,3.0,43.0,Distant Rural
Evergreen School District (Stevens) (WA),0.0,2023-24,,,,2.71,43.0,Distant Rural
Evergreen School District (Stevens) (WA),0.0,2024-25,,,,2.7,43.0,Distant Rural
Federal Way School District (WA),11.5,2015-16,0.24,2003.0,108.0,1240.66,21.0,Suburban
Federal Way School District (WA),13.47,2016-17,0.29,1711.0,94.0,1270.99,21.0,Suburban
Federal Way School District (WA),13.36,2017-18,0.29,1730.0,96.0,1276.09,21.0,Suburban
Federal Way School District (WA),14.15,2018-19,0.31,1660.0,91.0,1284.25,21.0,Suburban
Federal Way School District (WA),14.51,2019-20,0.32,1605.0,88.0,1277.73,21.0,Suburban
Federal Way School District (WA),14.29,2020-21,0.31,1523.0,87.0,1240.35,21.0,Suburban
Federal Way School District (WA),14.36,2021-22,0.31,1472.0,75.0,1073.29,21.0,Suburban
Federal Way School District (WA),13.36,2022-23,0.29,1617.0,89.0,1184.0,21.0,Suburban
Federal Way School District (WA),15.19,2023-24,0.33,1436.0,80.0,1210.15,21.0,Suburban
Federal Way School District (WA),15.19,2024-25,0.33,1465.0,80.0,1216.68,21.0,Suburban
Ferndale School District (WA),0.0,2015-16,0.0,,,253.22,22.0,Suburban
Ferndale School District (WA),0.0,2016-17,0.0,,,249.35,22.0,Suburban
Ferndale School District (WA),0.0,2017-18,0.0,,,251.3,22.0,Suburban
Ferndale School District (WA),0.0,2018-19,0.0,,,251.28,22.0,Suburban
Ferndale School District (WA),0.0,2019-20,0.0,,,264.35,22.0,Suburban
Ferndale School District (WA),0.0,2020-21,0.0,,,243.66,22.0,Suburban
Ferndale School District (WA),0.0,2021-22,0.0,,,282.86,22.0,Suburban
Ferndale School District (WA),0.0,2022-23,0.0,,,289.0,22.0,Suburban
Ferndale School District (WA),0.0,2023-24,,,,301.08,22.0,Suburban
Ferndale School District (WA),0.0,2024-25,,,,265.58,22.0,Suburban
Fife School District (WA),3.5,2015-16,0.58,1055.0,54.0,190.02,21.0,Suburban
Fife School District (WA),4.01,2016-17,0.67,927.0,49.0,196.72,21.0,Suburban
Fife School District (WA),4.0,2017-18,0.67,960.0,50.0,201.22,21.0,Suburban
Fife School District (WA),4.0,2018-19,0.67,961.0,52.0,206.67,21.0,Suburban
Fife School District (WA),4.0,2019-20,0.57,977.0,52.0,208.36,21.0,Suburban
Fife School District (WA),4.5,2020-21,0.64,840.0,46.0,206.12,21.0,Suburban
Fife School District (WA),5.5,2021-22,0.79,689.0,36.0,200.18,21.0,Suburban
Fife School District (WA),5.5,2022-23,0.79,708.0,38.0,209.0,21.0,Suburban
Fife School District (WA),3.5,2023-24,0.5,1119.0,61.0,214.06,21.0,Suburban
Fife School District (WA),3.11,2024-25,0.44,1281.0,67.0,208.1,21.0,Suburban
Finley School District (WA),2.0,2015-16,0.67,456.0,27.0,54.19,22.0,Suburban
Finley School District (WA),2.0,2016-17,0.67,465.0,27.0,53.61,22.0,Suburban
Finley School District (WA),2.0,2017-18,0.67,461.0,27.0,53.61,22.0,Suburban
Finley School District (WA),1.0,2018-19,0.33,885.0,53.0,52.58,22.0,Suburban
Finley School District (WA),1.0,2019-20,0.33,914.0,54.0,53.6,22.0,Suburban
Finley School District (WA),1.0,2020-21,0.33,875.0,50.0,49.6,22.0,Suburban
Finley School District (WA),1.0,2021-22,0.33,880.0,52.0,51.6,22.0,Suburban
Finley School District (WA),1.0,2022-23,0.33,871.0,50.0,50.0,22.0,Suburban
Finley School District (WA),0.0,2023-24,,,,52.6,21.0,Suburban
Finley School District (WA),0.0,2024-25,,,,50.6,21.0,Suburban
Franklin Pierce School District (WA),9.0,2015-16,0.6,860.0,49.0,436.87,21.0,Suburban
Franklin Pierce School District (WA),9.0,2016-17,0.6,869.0,49.0,442.56,21.0,Suburban
Franklin Pierce School District (WA),9.0,2017-18,0.6,874.0,50.0,445.98,21.0,Suburban
Franklin Pierce School District (WA),9.0,2018-19,0.6,899.0,51.0,457.86,21.0,Suburban
Franklin Pierce School District (WA),9.0,2019-20,0.6,899.0,52.0,467.61,21.0,Suburban
Franklin Pierce School District (WA),8.0,2020-21,0.53,949.0,57.0,457.77,21.0,Suburban
Franklin Pierce School District (WA),7.0,2021-22,0.47,1078.0,63.0,438.63,21.0,Suburban
Franklin Pierce School District (WA),7.0,2022-23,0.47,1061.0,68.0,473.0,21.0,Suburban
Franklin Pierce School District (WA),8.0,2023-24,0.53,912.0,59.0,471.77,21.0,Suburban
Franklin Pierce School District (WA),8.0,2024-25,0.57,898.0,56.0,444.06,21.0,Suburban
Freeman School District (WA),0.0,2015-16,0.0,,,47.69,42.0,Distant Rural
Freeman School District (WA),0.0,2016-17,0.0,,,48.57,42.0,Distant Rural
Freeman School District (WA),0.0,2017-18,0.0,,,50.11,42.0,Distant Rural
Freeman School District (WA),0.0,2018-19,0.0,,,53.33,42.0,Distant Rural
Freeman School District (WA),0.0,2019-20,0.0,,,51.94,42.0,Distant Rural
Freeman School District (WA),0.0,2020-21,0.0,,,52.34,42.0,Distant Rural
Freeman School District (WA),0.0,2021-22,0.0,,,55.92,42.0,Distant Rural
Freeman School District (WA),0.0,2022-23,0.0,,,55.0,42.0,Distant Rural
Freeman School District (WA),0.0,2023-24,,,,55.06,42.0,Distant Rural
Freeman School District (WA),0.0,2024-25,,,,49.79,42.0,Distant Rural
Garfield School District (WA),0.5,2015-16,0.17,232.0,24.0,12.06,43.0,Distant Rural
Garfield School District (WA),0.5,2016-17,0.17,232.0,22.0,11.18,43.0,Distant Rural
Garfield School District (WA),0.0,2017-18,0.0,,,12.46,43.0,Distant Rural
Garfield School District (WA),0.0,2018-19,0.0,,,11.5,43.0,Distant Rural
Garfield School District (WA),0.0,2019-20,0.0,,,12.0,43.0,Distant Rural
Garfield School District (WA),0.0,2020-21,0.0,,,11.97,43.0,Distant Rural
Garfield School District (WA),0.0,2021-22,0.0,,,11.85,43.0,Distant Rural
Garfield School District (WA),0.0,2022-23,0.0,,,12.0,43.0,Distant Rural
Garfield School District (WA),0.0,2023-24,,,,11.85,43.0,Distant Rural
Garfield School District (WA),0.0,2024-25,,,,11.69,43.0,Distant Rural
Glenwood School District (WA),0.0,2015-16,0.0,,,9.0,43.0,Distant Rural
Glenwood School District (WA),0.0,2016-17,0.0,,,9.3,43.0,Distant Rural
Glenwood School District (WA),0.0,2017-18,0.0,,,9.3,43.0,Distant Rural
Glenwood School District (WA),0.0,2018-19,0.0,,,10.25,43.0,Distant Rural
Glenwood School District (WA),0.0,2019-20,0.0,,,9.25,43.0,Distant Rural
Glenwood School District (WA),0.0,2020-21,0.0,,,9.66,43.0,Distant Rural
Glenwood School District (WA),0.0,2021-22,0.0,,,9.26,43.0,Distant Rural
Glenwood School District (WA),0.0,2022-23,0.0,,,9.0,43.0,Distant Rural
Glenwood School District (WA),0.0,2023-24,,,,10.28,43.0,Distant Rural
Glenwood School District (WA),0.0,2024-25,,,,9.04,43.0,Distant Rural
Goldendale School District (WA),0.17,2015-16,0.04,5553.0,311.0,52.89,33.0,Mid-size
Goldendale School District (WA),0.17,2016-17,0.04,5547.0,321.0,54.57,33.0,Mid-size
Goldendale School District (WA),0.17,2017-18,0.04,5747.0,317.0,53.95,33.0,Mid-size
Goldendale School District (WA),0.17,2018-19,0.04,5424.0,311.0,52.9,33.0,Mid-size
Goldendale School District (WA),0.17,2019-20,0.04,5529.0,286.0,48.63,33.0,Mid-size
Goldendale School District (WA),0.17,2020-21,0.03,12847.0,274.0,46.53,33.0,Mid-size
Goldendale School District (WA),0.17,2021-22,0.03,13406.0,535.0,90.97,33.0,Mid-size
Goldendale School District (WA),0.17,2022-23,0.03,17506.0,759.0,129.0,33.0,Mid-size
Goldendale School District (WA),0.17,2023-24,0.03,17306.0,724.0,123.0,43.0,Distant Rural
Goldendale School District (WA),0.17,2024-25,0.03,17724.0,707.0,120.13,13.0,Urban
Grand Coulee Dam School District (WA),0.0,2015-16,0.0,,,41.69,43.0,Distant Rural
Grand Coulee Dam School District (WA),0.0,2016-17,0.0,,,43.88,43.0,Distant Rural
Grand Coulee Dam School District (WA),0.0,2017-18,0.0,,,44.8,43.0,Distant Rural
Grand Coulee Dam School District (WA),0.0,2018-19,0.0,,,44.51,43.0,Distant Rural
Grand Coulee Dam School District (WA),0.0,2019-20,0.0,,,44.64,43.0,Distant Rural
Grand Coulee Dam School District (WA),0.0,2020-21,0.0,,,40.02,43.0,Distant Rural
Grand Coulee Dam School District (WA),0.0,2021-22,0.0,,,45.32,43.0,Distant Rural
Grand Coulee Dam School District (WA),0.0,2022-23,0.0,,,45.0,43.0,Distant Rural
Grand Coulee Dam School District (WA),0.0,2023-24,,,,45.59,43.0,Distant Rural
Grand Coulee Dam School District (WA),0.0,2024-25,,,,47.25,43.0,Distant Rural
Grandview School District (WA),4.0,2015-16,0.5,927.0,43.0,172.98,32.0,Mid-size
Grandview School District (WA),4.0,2016-17,0.5,933.0,46.0,184.07,32.0,Mid-size
Grandview School District (WA),4.0,2017-18,0.57,934.0,47.0,188.02,32.0,Mid-size
Grandview School District (WA),4.0,2018-19,0.57,935.0,48.0,190.04,32.0,Mid-size
Grandview School District (WA),4.0,2019-20,0.57,939.0,49.0,194.55,32.0,Mid-size
Grandview School District (WA),4.0,2020-21,0.57,909.0,48.0,192.28,32.0,Mid-size
Grandview School District (WA),5.0,2021-22,0.71,732.0,39.0,193.4,32.0,Mid-size
Grandview School District (WA),5.0,2022-23,0.71,724.0,40.0,202.0,32.0,Mid-size
Grandview School District (WA),5.0,2023-24,0.71,727.0,40.0,202.11,32.0,Mid-size
Grandview School District (WA),4.72,2024-25,0.67,759.0,40.0,187.28,32.0,Mid-size
Granger School District (WA),1.0,2015-16,0.33,1521.0,80.0,80.43,32.0,Mid-size
Granger School District (WA),1.0,2016-17,0.33,1517.0,82.0,81.96,32.0,Mid-size
Granger School District (WA),1.0,2017-18,0.33,1484.0,82.0,82.31,32.0,Mid-size
Granger School District (WA),1.0,2018-19,0.33,1558.0,83.0,83.36,32.0,Mid-size
Granger School District (WA),1.0,2019-20,0.33,1580.0,84.0,84.1,32.0,Mid-size
Granger School District (WA),1.0,2020-21,0.33,1449.0,88.0,88.48,32.0,Mid-size
Granger School District (WA),1.0,2021-22,0.33,1488.0,84.0,83.62,32.0,Mid-size
Granger School District (WA),1.0,2022-23,0.33,1501.0,86.0,86.0,32.0,Mid-size
Granger School District (WA),1.0,2023-24,0.33,1405.0,89.0,88.94,42.0,Distant Rural
Granger School District (WA),1.0,2024-25,0.33,1438.0,81.0,81.4,42.0,Distant Rural
Granite Falls School District (WA),1.0,2015-16,0.17,2061.0,109.0,108.7,31.0,Mid-size
Granite Falls School District (WA),1.0,2016-17,0.17,2058.0,110.0,109.53,31.0,Mid-size
Granite Falls School District (WA),1.0,2017-18,0.17,2033.0,116.0,115.97,31.0,Mid-size
Granite Falls School District (WA),1.0,2018-19,0.17,2102.0,107.0,107.19,31.0,Mid-size
Granite Falls School District (WA),0.0,2019-20,0.0,,,112.44,31.0,Mid-size
Granite Falls School District (WA),0.0,2020-21,0.0,,,114.87,31.0,Mid-size
Granite Falls School District (WA),0.0,2021-22,0.0,,,125.83,31.0,Mid-size
Granite Falls School District (WA),0.0,2022-23,0.0,,,137.0,31.0,Mid-size
Granite Falls School District (WA),0.0,2023-24,,,,121.34,31.0,Mid-size
Granite Falls School District (WA),0.0,2024-25,,,,128.94,31.0,Mid-size
Grapeview School District (WA),0.0,2015-16,0.0,,,12.01,42.0,Distant Rural
Grapeview School District (WA),0.0,2016-17,0.0,,,13.88,42.0,Distant Rural
Grapeview School District (WA),0.0,2017-18,0.0,,,12.01,42.0,Distant Rural
Grapeview School District (WA),0.0,2018-19,0.0,,,13.04,42.0,Distant Rural
Grapeview School District (WA),0.0,2019-20,0.0,,,14.07,42.0,Distant Rural
Grapeview School District (WA),0.0,2020-21,0.0,,,14.09,42.0,Distant Rural
Grapeview School District (WA),0.0,2021-22,0.0,,,17.36,42.0,Distant Rural
Grapeview School District (WA),0.0,2022-23,0.0,,,18.0,42.0,Distant Rural
Grapeview School District (WA),0.0,2023-24,,,,14.0,42.0,Distant Rural
Grapeview School District (WA),0.0,2024-25,,,,14.78,42.0,Distant Rural
Great Northern School District (WA),0.0,2015-16,0.0,,,3.5,41.0,Rural
Great Northern School District (WA),0.0,2016-17,0.0,,,1.5,41.0,Rural
Great Northern School District (WA),0.0,2017-18,0.0,,,1.5,41.0,Rural
Great Northern School District (WA),0.0,2018-19,0.0,,,1.5,41.0,Rural
Great Northern School District (WA),0.0,2019-20,0.0,,,3.97,41.0,Rural
Great Northern School District (WA),0.0,2020-21,0.0,,,3.77,41.0,Rural
Great Northern School District (WA),0.0,2021-22,0.0,,,3.93,41.0,Rural
Great Northern School District (WA),0.0,2022-23,0.0,,,4.0,41.0,Rural
Great Northern School District (WA),0.0,2023-24,,,,3.91,41.0,Rural
Great Northern School District (WA),0.0,2024-25,,,,3.56,41.0,Rural
Green Mountain School District (WA),0.0,2015-16,0.0,,,9.73,42.0,Distant Rural
Green Mountain School District (WA),0.0,2016-17,0.0,,,9.72,42.0,Distant Rural
Green Mountain School District (WA),0.0,2017-18,0.0,,,8.67,42.0,Distant Rural
Green Mountain School District (WA),0.0,2018-19,0.0,,,8.79,42.0,Distant Rural
Green Mountain School District (WA),0.73,2019-20,0.73,218.0,14.0,10.41,42.0,Distant Rural
Green Mountain School District (WA),0.0,2020-21,0.0,,,10.91,42.0,Distant Rural
Green Mountain School District (WA),0.0,2021-22,0.0,,,10.03,42.0,Distant Rural
Green Mountain School District (WA),0.0,2022-23,0.0,,,11.0,42.0,Distant Rural
Green Mountain School District (WA),0.0,2023-24,,,,10.96,42.0,Distant Rural
Green Mountain School District (WA),0.0,2024-25,,,,10.96,42.0,Distant Rural
Griffin School District (WA),1.0,2015-16,1.0,663.0,33.0,32.65,22.0,Suburban
Griffin School District (WA),1.0,2016-17,1.0,647.0,34.0,34.16,22.0,Suburban
Griffin School District (WA),1.01,2017-18,1.01,651.0,34.0,34.74,22.0,Suburban
Griffin School District (WA),0.57,2018-19,0.57,1132.0,62.0,35.4,22.0,Suburban
Griffin School District (WA),0.5,2019-20,0.5,1288.0,72.0,35.79,22.0,Suburban
Griffin School District (WA),0.5,2020-21,0.5,1232.0,69.0,34.35,22.0,Suburban
Griffin School District (WA),0.96,2021-22,0.96,648.0,38.0,36.0,22.0,Suburban
Griffin School District (WA),0.0,2022-23,0.0,,,34.0,22.0,Suburban
Griffin School District (WA),0.0,2023-24,,,,35.68,22.0,Suburban
Griffin School District (WA),0.96,2024-25,0.96,609.0,35.0,33.12,22.0,Suburban
Harrington School District (WA),0.0,2015-16,0.0,,,12.43,43.0,Distant Rural
Harrington School District (WA),0.0,2016-17,0.0,,,12.4,43.0,Distant Rural
Harrington School District (WA),0.0,2017-18,0.0,,,12.58,43.0,Distant Rural
Harrington School District (WA),0.0,2018-19,0.0,,,12.86,43.0,Distant Rural
Harrington School District (WA),0.0,2019-20,0.0,,,13.9,43.0,Distant Rural
Harrington School District (WA),0.0,2020-21,0.0,,,13.87,43.0,Distant Rural
Harrington School District (WA),0.0,2021-22,0.0,,,13.51,43.0,Distant Rural
Harrington School District (WA),0.0,2022-23,0.0,,,14.0,43.0,Distant Rural
Harrington School District (WA),0.0,2023-24,,,,14.26,43.0,Distant Rural
Harrington School District (WA),0.0,2024-25,,,,14.0,43.0,Distant Rural
Highland School District (WA),0.0,2015-16,0.0,,,70.34,41.0,Rural
Highland School District (WA),0.0,2016-17,0.0,,,73.4,41.0,Rural
Highland School District (WA),0.0,2017-18,0.0,,,71.03,41.0,Rural
Highland School District (WA),0.0,2018-19,0.0,,,63.66,41.0,Rural
Highland School District (WA),0.0,2019-20,0.0,,,65.68,41.0,Rural
Highland School District (WA),0.0,2020-21,0.0,,,61.47,41.0,Rural
Highland School District (WA),0.0,2021-22,0.0,,,60.56,41.0,Rural
Highland School District (WA),0.0,2022-23,0.0,,,62.0,41.0,Rural
Highland School District (WA),0.0,2023-24,,,,61.8,41.0,Rural
Highland School District (WA),0.0,2024-25,,,,55.85,41.0,Rural
Highline School District (WA),23.2,2015-16,0.54,842.0,47.0,1090.07,21.0,Suburban
Highline School District (WA),24.19,2016-17,0.56,814.0,43.0,1046.55,21.0,Suburban
Highline School District (WA),23.61,2017-18,0.59,829.0,44.0,1043.57,21.0,Suburban
Highline School District (WA),25.29,2018-19,0.63,760.0,40.0,1011.21,21.0,Suburban
Highline School District (WA),16.95,2019-20,0.41,1129.0,60.0,1014.19,21.0,Suburban
Highline School District (WA),17.65,2020-21,0.42,1056.0,58.0,1016.12,21.0,Suburban
Highline School District (WA),17.56,2021-22,0.41,1053.0,54.0,950.95,21.0,Suburban
Highline School District (WA),16.67,2022-23,0.39,1083.0,61.0,1010.0,21.0,Suburban
Highline School District (WA),16.69,2023-24,0.39,1068.0,62.0,1029.05,21.0,Suburban
Highline School District (WA),16.81,2024-25,0.39,1075.0,60.0,1011.41,21.0,Suburban
Hockinson School District (WA),1.0,2015-16,0.33,1874.0,96.0,96.0,41.0,Rural
Hockinson School District (WA),1.0,2016-17,0.33,1877.0,96.0,95.72,41.0,Rural
Hockinson School District (WA),1.4,2017-18,0.47,1394.0,73.0,102.26,41.0,Rural
Hockinson School District (WA),1.4,2018-19,0.47,1414.0,73.0,102.38,41.0,Rural
Hockinson School District (WA),1.4,2019-20,0.47,1437.0,74.0,103.86,41.0,Rural
Hockinson School District (WA),0.6,2020-21,0.2,3068.0,176.0,105.6,41.0,Rural
Hockinson School District (WA),0.0,2021-22,0.0,,,95.23,41.0,Rural
Hockinson School District (WA),0.0,2022-23,0.0,,,105.0,41.0,Rural
Hockinson School District (WA),0.0,2023-24,,,,108.4,41.0,Rural
Hockinson School District (WA),0.0,2024-25,,,,105.01,41.0,Rural
Hood Canal School District (WA),0.0,2015-16,0.0,,,20.79,42.0,Distant Rural
Hood Canal School District (WA),0.0,2016-17,0.0,,,24.01,42.0,Distant Rural
Hood Canal School District (WA),0.0,2017-18,0.0,,,25.0,42.0,Distant Rural
Hood Canal School District (WA),1.0,2018-19,0.5,303.0,24.0,24.03,42.0,Distant Rural
Hood Canal School District (WA),1.0,2019-20,0.5,335.0,25.0,25.25,42.0,Distant Rural
Hood Canal School District (WA),1.0,2020-21,1.0,313.0,26.0,25.98,42.0,Distant Rural
Hood Canal School District (WA),1.0,2021-22,1.0,314.0,21.0,20.93,42.0,Distant Rural
Hood Canal School District (WA),0.22,2022-23,0.22,1573.0,105.0,23.0,42.0,Distant Rural
Hood Canal School District (WA),1.0,2023-24,1.0,334.0,24.0,24.0,41.0,Rural
Hood Canal School District (WA),1.0,2024-25,1.0,337.0,24.0,24.2,41.0,Rural
Hoquiam School District (WA),0.0,2015-16,0.0,,,92.39,33.0,Mid-size
Hoquiam School District (WA),0.0,2016-17,0.0,,,95.07,33.0,Mid-size
Hoquiam School District (WA),0.0,2017-18,0.0,,,94.71,33.0,Mid-size
Hoquiam School District (WA),0.0,2018-19,0.0,,,91.75,33.0,Mid-size
Hoquiam School District (WA),0.0,2019-20,0.0,,,90.92,33.0,Mid-size
Hoquiam School District (WA),0.0,2020-21,0.0,,,86.88,33.0,Mid-size
Hoquiam School District (WA),0.0,2021-22,0.0,,,95.44,33.0,Mid-size
Hoquiam School District (WA),0.0,2022-23,0.0,,,97.0,33.0,Mid-size
Hoquiam School District (WA),0.0,2023-24,,,,98.07,33.0,Mid-size
Hoquiam School District (WA),0.0,2024-25,,,,88.55,33.0,Mid-size
Inchelium School District (WA),0.0,2015-16,0.0,,,19.0,43.0,Distant Rural
Inchelium School District (WA),0.0,2016-17,0.0,,,18.87,43.0,Distant Rural
Inchelium School District (WA),0.0,2017-18,0.0,,,19.81,43.0,Distant Rural
Inchelium School District (WA),0.0,2018-19,0.0,,,18.99,43.0,Distant Rural
Inchelium School District (WA),0.0,2019-20,0.0,,,18.0,43.0,Distant Rural
Inchelium School District (WA),0.0,2020-21,0.0,,,20.02,43.0,Distant Rural
Inchelium School District (WA),0.0,2021-22,0.0,,,18.01,43.0,Distant Rural
Inchelium School District (WA),0.0,2022-23,0.0,,,18.0,43.0,Distant Rural
Inchelium School District (WA),0.0,2023-24,,,,19.66,43.0,Distant Rural
Inchelium School District (WA),0.0,2024-25,,,,18.61,43.0,Distant Rural
Index School District (WA),0.0,2015-16,0.0,,,3.46,42.0,Distant Rural
Index School District (WA),0.0,2016-17,0.0,,,3.55,42.0,Distant Rural
Index School District (WA),0.0,2017-18,0.0,,,3.51,42.0,Distant Rural
Index School District (WA),0.0,2018-19,0.0,,,3.28,42.0,Distant Rural
Index School District (WA),0.0,2019-20,0.0,,,3.35,42.0,Distant Rural
Index School District (WA),0.0,2020-21,0.0,,,2.26,42.0,Distant Rural
Index School District (WA),0.0,2021-22,0.0,,,2.5,42.0,Distant Rural
Index School District (WA),0.0,2022-23,0.0,,,2.0,42.0,Distant Rural
Index School District (WA),0.0,2023-24,,,,2.81,42.0,Distant Rural
Index School District (WA),0.0,2024-25,,,,3.01,42.0,Distant Rural
Issaquah School District (WA),24.7,2015-16,0.91,808.0,39.0,961.03,21.0,Suburban
Issaquah School District (WA),24.9,2016-17,0.92,825.0,40.0,995.73,21.0,Suburban
Issaquah School District (WA),25.2,2017-18,0.93,831.0,41.0,1032.56,21.0,Suburban
Issaquah School District (WA),25.6,2018-19,0.95,816.0,43.0,1091.8,21.0,Suburban
Issaquah School District (WA),19.84,2019-20,0.71,1077.0,56.0,1119.41,21.0,Suburban
Issaquah School District (WA),19.9,2020-21,0.71,1013.0,56.0,1120.44,21.0,Suburban
Issaquah School District (WA),20.77,2021-22,0.69,943.0,48.0,1005.89,21.0,Suburban
Issaquah School District (WA),21.91,2022-23,0.73,891.0,47.0,1028.0,21.0,Suburban
Issaquah School District (WA),22.0,2023-24,0.73,884.0,47.0,1043.48,21.0,Suburban
Issaquah School District (WA),21.41,2024-25,0.71,892.0,49.0,1041.64,21.0,Suburban
Kahlotus School District (WA),0.0,2015-16,0.0,,,9.98,43.0,Distant Rural
Kahlotus School District (WA),0.0,2016-17,0.0,,,9.51,43.0,Distant Rural
Kahlotus School District (WA),0.0,2017-18,0.0,,,9.51,43.0,Distant Rural
Kahlotus School District (WA),0.0,2018-19,0.0,,,9.78,43.0,Distant Rural
Kahlotus School District (WA),0.0,2019-20,0.0,,,10.33,43.0,Distant Rural
Kahlotus School District (WA),0.0,2020-21,0.0,,,9.67,43.0,Distant Rural
Kahlotus School District (WA),0.0,2021-22,0.0,,,8.72,43.0,Distant Rural
Kahlotus School District (WA),0.0,2022-23,0.0,,,10.0,43.0,Distant Rural
Kahlotus School District (WA),0.0,2023-24,,,,9.95,43.0,Distant Rural
Kahlotus School District (WA),0.0,2024-25,,,,10.95,43.0,Distant Rural
Kalama School District (WA),0.0,2015-16,-0.5,-925.0,-47.0,46.65,41.0,Rural
Kalama School District (WA),0.6,2016-17,0.3,1617.0,80.0,48.02,41.0,Rural
Kalama School District (WA),0.4,2017-18,0.2,2590.0,126.0,50.29,41.0,Rural
