district,librarian_fte,year,librarians_per_school,students_per_librarian,teachers_per_librarian,teacher_fte,locale_code,locale_tier,ela_pct_met_grade4,ela_pct_met_grade8,ela_pct_foundational_grade4,ela_pct_foundational_grade8
Orting School District (WA),2.9,2016-17,0.58,901.0,41.0,118.89,21.0,Suburban,41.5,66.3,,
Orting School District (WA),2.0,2017-18,0.4,1334.0,63.0,125.39,21.0,Suburban,35.2,63.2,,
Orting School District (WA),2.0,2018-19,0.4,1374.0,68.0,136.06,21.0,Suburban,53.3,57.8,,
Orting School District (WA),1.7,2019-20,0.34,1631.0,81.0,136.99,21.0,Suburban,,,,
Orting School District (WA),1.71,2020-21,0.24,1435.0,79.0,135.41,21.0,Suburban,42.4,47.9,,
Orting School District (WA),1.0,2021-22,0.14,2658.0,135.0,135.35,21.0,Suburban,39.3,43.8,,
Orting School District (WA),1.0,2022-23,0.14,2748.0,144.0,144.0,21.0,Suburban,49.7,46.2,,
Orting School District (WA),0.0,2023-24,,,,145.72,21.0,Suburban,34.5,38.5,58.4,70.9
Orting School District (WA),0.0,2024-25,,,,150.82,21.0,Suburban,40.2,38.6,61.9,71.0
Othello School District (WA),5.7,2015-16,0.81,751.0,36.0,206.02,32.0,Mid-size,36.3,42.8,,
Othello School District (WA),5.68,2016-17,0.81,773.0,39.0,219.4,32.0,Mid-size,33.6,35.2,,
Othello School District (WA),5.85,2017-18,0.84,759.0,40.0,234.07,32.0,Mid-size,33.9,32.3,,
Othello School District (WA),5.83,2018-19,0.73,776.0,41.0,236.42,32.0,Mid-size,32.7,32.6,,
Othello School District (WA),6.0,2019-20,0.75,801.0,42.0,250.87,32.0,Mid-size,,,,
Othello School District (WA),6.0,2020-21,0.67,782.0,43.0,255.02,32.0,Mid-size,26.5,28.8,,
Othello School District (WA),5.88,2021-22,0.65,801.0,40.0,233.73,32.0,Mid-size,29.5,26.2,,
Othello School District (WA),6.0,2022-23,0.67,792.0,44.0,261.0,32.0,Mid-size,24.4,24.9,,
Othello School District (WA),6.0,2023-24,0.67,785.0,43.0,259.0,32.0,Mid-size,28.2,25.9,49.6,56.7
Othello School District (WA),6.0,2024-25,0.67,776.0,41.0,248.7,32.0,Mid-size,31.0,32.5,50.0,49.9
Palisades School District (WA),0.0,2015-16,0.0,,,3.0,42.0,Distant Rural,,,,
Palisades School District (WA),0.0,2016-17,0.0,,,2.99,42.0,Distant Rural,,,,
Palisades School District (WA),0.0,2017-18,0.0,,,2.99,42.0,Distant Rural,,,,
Palisades School District (WA),0.0,2018-19,0.0,,,2.99,42.0,Distant Rural,,,,
Palisades School District (WA),0.0,2019-20,0.0,,,3.0,42.0,Distant Rural,,,,
Palisades School District (WA),0.0,2020-21,0.0,,,3.01,42.0,Distant Rural,,,,
Palisades School District (WA),0.0,2021-22,0.0,,,3.0,42.0,Distant Rural,,,,
Palisades School District (WA),0.0,2022-23,0.0,,,3.0,42.0,Distant Rural,,,,
Palisades School District (WA),0.0,2023-24,,,,3.0,42.0,Distant Rural,,,,
Palisades School District (WA),0.0,2024-25,,,,2.86,42.0,Distant Rural,,,,
Palouse School District (WA),0.0,2015-16,0.0,,,14.3,43.0,Distant Rural,69.2,50.0,,
Palouse School District (WA),0.0,2016-17,0.0,,,13.49,43.0,Distant Rural,46.7,60.0,,
Palouse School District (WA),0.0,2017-18,0.0,,,15.09,43.0,Distant Rural,80.0,61.5,,
Palouse School District (WA),0.0,2018-19,0.0,,,13.81,43.0,Distant Rural,,86.7,,
Palouse School District (WA),0.0,2019-20,0.0,,,14.09,43.0,Distant Rural,,,,
Palouse School District (WA),0.0,2020-21,0.0,,,14.2,43.0,Distant Rural,,58.3,,
Palouse School District (WA),0.0,2021-22,0.0,,,15.21,43.0,Distant Rural,50.0,61.5,,
Palouse School District (WA),0.0,2022-23,0.0,,,17.0,43.0,Distant Rural,40.0,,,
Palouse School District (WA),0.0,2023-24,,,,17.75,43.0,Distant Rural,55.0,58.8,60.0,76.5
Palouse School District (WA),0.0,2024-25,,,,17.29,43.0,Distant Rural,69.2,66.7,100.0,75.0
Pasco School District (WA),19.17,2015-16,0.83,908.0,51.0,979.57,22.0,Suburban,33.8,39.9,,
Pasco School District (WA),19.52,2016-17,0.85,916.0,50.0,974.6,22.0,Suburban,32.5,37.7,,
Pasco School District (WA),18.83,2017-18,0.82,970.0,54.0,1025.61,22.0,Suburban,33.6,42.6,,
Pasco School District (WA),19.82,2018-19,0.83,935.0,53.0,1055.76,22.0,Suburban,33.9,40.2,,
Pasco School District (WA),5.0,2019-20,0.19,3842.0,215.0,1073.36,22.0,Suburban,,,,
Pasco School District (WA),22.8,2020-21,0.81,816.0,45.0,1024.26,22.0,Suburban,27.0,34.5,,
Pasco School District (WA),6.0,2021-22,0.21,3090.0,168.0,1005.66,22.0,Suburban,29.8,33.4,,
Pasco School District (WA),22.71,2022-23,0.78,815.0,46.0,1056.0,22.0,Suburban,29.5,28.9,,
Pasco School District (WA),9.25,2023-24,0.32,2037.0,118.0,1086.89,21.0,Suburban,31.1,30.2,51.1,59.2
Pasco School District (WA),8.97,2024-25,0.29,2108.0,121.0,1084.77,21.0,Suburban,32.3,34.3,50.3,58.4
Pateros School District (WA),0.0,2015-16,0.0,,,20.72,43.0,Distant Rural,41.7,38.1,,
Pateros School District (WA),0.0,2016-17,0.0,,,21.66,43.0,Distant Rural,29.2,50.0,,
Pateros School District (WA),0.0,2017-18,0.0,,,21.03,43.0,Distant Rural,48.4,58.3,,
Pateros School District (WA),0.0,2018-19,0.0,,,22.08,43.0,Distant Rural,70.6,45.5,,
Pateros School District (WA),0.0,2019-20,0.0,,,21.96,43.0,Distant Rural,,,,
Pateros School District (WA),0.0,2020-21,0.0,,,22.62,43.0,Distant Rural,50.0,52.8,,
Pateros School District (WA),0.0,2021-22,0.0,,,22.47,43.0,Distant Rural,33.3,36.1,,
Pateros School District (WA),0.0,2022-23,0.0,,,21.0,43.0,Distant Rural,,42.9,,
Pateros School District (WA),0.0,2023-24,,,,18.65,43.0,Distant Rural,47.1,68.4,76.5,84.2
Pateros School District (WA),0.0,2024-25,,,,17.35,43.0,Distant Rural,25.0,48.0,58.3,88.0
Paterson School District (WA),0.0,2015-16,0.0,,,9.19,42.0,Distant Rural,81.8,72.7,,
Paterson School District (WA),0.0,2016-17,0.0,,,7.43,42.0,Distant Rural,50.0,87.5,,
Paterson School District (WA),0.0,2017-18,0.0,,,9.39,42.0,Distant Rural,75.0,78.6,,
Paterson School District (WA),0.0,2018-19,0.0,,,9.05,42.0,Distant Rural,50.0,70.0,,
Paterson School District (WA),0.0,2019-20,0.0,,,7.79,42.0,Distant Rural,,,,
Paterson School District (WA),0.0,2020-21,0.0,,,9.9,42.0,Distant Rural,64.3,73.7,,
Paterson School District (WA),0.0,2021-22,0.0,,,12.79,42.0,Distant Rural,78.6,78.9,,
Paterson School District (WA),0.0,2022-23,0.0,,,12.0,42.0,Distant Rural,,,,
Paterson School District (WA),0.0,2023-24,,,,12.0,42.0,Distant Rural,,,,
Paterson School District (WA),0.0,2024-25,,,,12.0,42.0,Distant Rural,,,,
Pe Ell School District (WA),0.0,2015-16,0.0,,,20.0,43.0,Distant Rural,36.8,47.4,,
Pe Ell School District (WA),0.0,2016-17,0.0,,,20.0,43.0,Distant Rural,38.9,63.2,,
Pe Ell School District (WA),0.0,2017-18,0.0,,,20.0,43.0,Distant Rural,50.0,52.2,,
Pe Ell School District (WA),0.0,2018-19,0.0,,,20.0,43.0,Distant Rural,50.0,70.6,,
Pe Ell School District (WA),0.0,2019-20,0.0,,,21.2,43.0,Distant Rural,,,,
Pe Ell School District (WA),0.0,2020-21,0.0,,,21.03,43.0,Distant Rural,27.3,50.0,,
Pe Ell School District (WA),0.0,2021-22,0.0,,,19.0,43.0,Distant Rural,26.1,38.1,,
Pe Ell School District (WA),0.0,2022-23,0.0,,,20.0,43.0,Distant Rural,26.1,40.9,,
Pe Ell School District (WA),0.0,2023-24,,,,20.16,43.0,Distant Rural,20.8,62.5,41.7,87.5
Pe Ell School District (WA),0.0,2024-25,,,,16.41,43.0,Distant Rural,43.5,33.3,56.5,66.7
Peninsula School District (WA),2.0,2015-16,0.13,4462.0,224.0,447.09,21.0,Suburban,70.5,68.0,,
Peninsula School District (WA),2.0,2016-17,0.13,4518.0,231.0,462.62,21.0,Suburban,69.3,66.9,,
Peninsula School District (WA),2.0,2017-18,0.13,4586.0,244.0,487.07,21.0,Suburban,72.6,72.6,,
Peninsula School District (WA),2.0,2018-19,0.13,4701.0,254.0,507.39,21.0,Suburban,69.9,69.3,,
Peninsula School District (WA),2.0,2019-20,0.13,4773.0,260.0,520.16,21.0,Suburban,,,,
Peninsula School District (WA),2.0,2020-21,0.12,4302.0,246.0,491.71,21.0,Suburban,62.5,62.8,,
Peninsula School District (WA),2.0,2021-22,0.11,4385.0,248.0,496.19,21.0,Suburban,68.9,63.4,,
Peninsula School District (WA),2.0,2022-23,0.11,4485.0,246.0,491.0,21.0,Suburban,65.8,65.2,,
Peninsula School District (WA),2.0,2023-24,0.12,4535.0,246.0,491.28,21.0,Suburban,67.6,63.3,83.7,85.5
Peninsula School District (WA),2.0,2024-25,0.12,4508.0,240.0,479.0,21.0,Suburban,65.3,63.5,82.2,83.4
Pioneer School District (WA),1.0,2015-16,0.5,689.0,42.0,42.45,41.0,Rural,31.7,71.7,,
Pioneer School District (WA),0.0,2016-17,0.0,,,46.45,41.0,Rural,58.3,55.9,,
Pioneer School District (WA),0.0,2017-18,0.0,,,50.06,41.0,Rural,57.1,65.6,,
Pioneer School District (WA),0.0,2018-19,0.0,,,52.06,41.0,Rural,51.2,58.8,,
Pioneer School District (WA),0.0,2019-20,0.0,,,53.57,41.0,Rural,,,,
Pioneer School District (WA),0.0,2020-21,0.0,,,53.0,41.0,Rural,30.7,41.1,,
Pioneer School District (WA),0.0,2021-22,0.0,,,46.06,41.0,Rural,31.3,34.2,,
Pioneer School District (WA),0.0,2022-23,0.0,,,56.0,41.0,Rural,33.8,36.7,,
Pioneer School District (WA),0.0,2023-24,,,,60.01,41.0,Rural,42.2,43.8,59.0,74.2
Pioneer School District (WA),0.0,2024-25,,,,50.99,41.0,Rural,26.3,21.3,47.5,50.7
Pomeroy School District (WA),0.0,2015-16,0.0,,,22.13,42.0,Distant Rural,51.7,50.0,,
Pomeroy School District (WA),0.0,2016-17,0.0,,,21.34,42.0,Distant Rural,64.0,40.0,,
Pomeroy School District (WA),0.0,2017-18,0.0,,,21.53,42.0,Distant Rural,42.3,55.0,,
Pomeroy School District (WA),0.0,2018-19,0.0,,,21.08,42.0,Distant Rural,53.8,57.1,,
Pomeroy School District (WA),0.0,2019-20,0.0,,,22.08,42.0,Distant Rural,,,,
Pomeroy School District (WA),0.0,2020-21,0.0,,,21.38,42.0,Distant Rural,64.7,38.7,,
Pomeroy School District (WA),0.0,2021-22,0.0,,,23.88,42.0,Distant Rural,70.6,25.9,,
Pomeroy School District (WA),0.0,2022-23,0.0,,,24.0,42.0,Distant Rural,47.8,29.2,,
Pomeroy School District (WA),0.0,2023-24,,,,24.48,42.0,Distant Rural,70.6,45.5,88.2,81.8
Pomeroy School District (WA),0.0,2024-25,,,,23.03,42.0,Distant Rural,61.3,30.8,83.9,38.5
Port Angeles School District (WA),0.6,2015-16,0.05,6400.0,375.0,224.96,33.0,Mid-size,49.1,66.6,,
Port Angeles School District (WA),0.6,2016-17,0.05,6390.0,375.0,224.87,33.0,Mid-size,55.2,66.4,,
Port Angeles School District (WA),0.5,2017-18,0.05,7626.0,449.0,224.56,33.0,Mid-size,58.4,62.7,,
Port Angeles School District (WA),0.5,2018-19,0.05,7704.0,445.0,222.66,33.0,Mid-size,61.9,61.9,,
Port Angeles School District (WA),0.0,2019-20,0.0,,,217.07,33.0,Mid-size,,,,
Port Angeles School District (WA),0.0,2020-21,0.0,,,204.49,33.0,Mid-size,49.2,42.8,,
Port Angeles School District (WA),0.0,2021-22,0.0,,,218.38,33.0,Mid-size,46.2,43.2,,
Port Angeles School District (WA),0.0,2022-23,0.0,,,231.0,33.0,Mid-size,41.7,52.5,,
Port Angeles School District (WA),0.0,2023-24,,,,210.67,33.0,Mid-size,42.1,48.1,69.2,67.5
Port Angeles School District (WA),0.0,2024-25,,,,204.0,33.0,Mid-size,52.4,45.3,76.2,66.0
Port Townsend School District (WA),1.36,2015-16,0.34,866.0,53.0,71.87,32.0,Mid-size,63.3,76.4,,
Port Townsend School District (WA),0.79,2016-17,0.2,1496.0,89.0,70.61,32.0,Mid-size,67.9,68.6,,
Port Townsend School District (WA),0.79,2017-18,0.2,1480.0,89.0,70.21,32.0,Mid-size,56.7,50.6,,
Port Townsend School District (WA),1.6,2018-19,0.4,773.0,46.0,73.63,32.0,Mid-size,59.8,59.4,,
Port Townsend School District (WA),1.6,2019-20,0.4,773.0,47.0,75.3,32.0,Mid-size,,,,
Port Townsend School District (WA),1.8,2020-21,0.45,632.0,38.0,68.43,32.0,Mid-size,47.3,37.8,,
Port Townsend School District (WA),1.8,2021-22,0.45,649.0,39.0,70.39,32.0,Mid-size,44.1,37.5,,
Port Townsend School District (WA),1.8,2022-23,0.45,670.0,43.0,77.0,32.0,Mid-size,59.5,48.9,,
Port Townsend School District (WA),2.0,2023-24,0.5,585.0,39.0,78.98,32.0,Mid-size,51.3,55.1,79.0,74.5
Port Townsend School District (WA),2.0,2024-25,0.5,639.0,35.0,70.6,32.0,Mid-size,54.6,36.1,75.3,61.1
Prescott School District (WA),0.0,2015-16,0.0,,,25.67,42.0,Distant Rural,29.4,56.0,,
Prescott School District (WA),0.0,2016-17,0.0,,,19.81,42.0,Distant Rural,12.5,47.8,,
Prescott School District (WA),0.0,2017-18,0.0,,,18.32,42.0,Distant Rural,36.8,40.0,,
Prescott School District (WA),0.0,2018-19,0.0,,,16.2,42.0,Distant Rural,44.4,50.0,,
Prescott School District (WA),0.0,2019-20,0.0,,,18.52,42.0,Distant Rural,,,,
Prescott School District (WA),0.0,2020-21,0.0,,,18.42,42.0,Distant Rural,21.1,33.3,,
Prescott School District (WA),0.0,2021-22,0.0,,,21.29,42.0,Distant Rural,33.3,21.1,,
Prescott School District (WA),0.0,2022-23,0.0,,,24.0,42.0,Distant Rural,31.3,52.6,,
Prescott School District (WA),0.0,2023-24,,,,24.01,42.0,Distant Rural,52.2,37.5,73.9,56.3
Prescott School District (WA),0.0,2024-25,,,,19.01,42.0,Distant Rural,47.8,,69.6,40.0
Prosser School District (WA),1.0,2015-16,0.17,2824.0,156.0,155.76,32.0,Mid-size,49.2,54.5,,
Prosser School District (WA),1.0,2016-17,0.17,2793.0,149.0,148.96,32.0,Mid-size,35.8,60.6,,
Prosser School District (WA),1.0,2017-18,0.2,2728.0,152.0,151.81,32.0,Mid-size,36.8,44.4,,
Prosser School District (WA),1.0,2018-19,0.17,2712.0,154.0,153.83,32.0,Mid-size,42.0,41.3,,
Prosser School District (WA),1.0,2019-20,0.17,2661.0,152.0,151.92,32.0,Mid-size,,,,
Prosser School District (WA),1.0,2020-21,0.17,2540.0,137.0,137.25,32.0,Mid-size,30.1,37.9,,
Prosser School District (WA),1.0,2021-22,0.17,2493.0,118.0,118.2,32.0,Mid-size,26.8,34.1,,
Prosser School District (WA),1.0,2022-23,0.17,2414.0,136.0,136.0,32.0,Mid-size,34.2,39.0,,
Prosser School District (WA),1.0,2023-24,0.17,2460.0,150.0,150.16,32.0,Mid-size,30.7,38.4,59.0,72.6
Prosser School District (WA),1.0,2024-25,0.17,2534.0,151.0,150.64,32.0,Mid-size,27.0,26.0,50.6,54.1
Pullman School District (WA),1.0,2015-16,0.2,2847.0,133.0,132.73,32.0,Mid-size,64.9,60.2,,
Pullman School District (WA),1.0,2016-17,0.2,2879.0,138.0,137.55,32.0,Mid-size,70.4,60.5,,
Pullman School District (WA),1.0,2017-18,0.2,2927.0,146.0,145.69,32.0,Mid-size,75.3,69.5,,
Pullman School District (WA),1.0,2018-19,0.2,2898.0,157.0,156.56,32.0,Mid-size,71.9,74.4,,
Pullman School District (WA),0.17,2019-20,0.03,16453.0,971.0,165.07,32.0,Mid-size,,,,
Pullman School District (WA),1.02,2020-21,0.17,2564.0,157.0,160.38,32.0,Mid-size,54.0,69.7,,
Pullman School District (WA),1.0,2021-22,0.17,2654.0,156.0,156.26,32.0,Mid-size,60.2,72.8,,
Pullman School District (WA),1.0,2022-23,0.17,2740.0,176.0,176.0,32.0,Mid-size,60.1,65.2,,
Pullman School District (WA),1.0,2023-24,0.17,2689.0,175.0,174.51,32.0,Mid-size,66.7,61.8,79.2,83.3
Pullman School District (WA),1.0,2024-25,0.17,2731.0,165.0,164.77,32.0,Mid-size,56.1,62.9,76.1,84.7
Puyallup School District (WA),23.3,2015-16,0.6,948.0,48.0,1112.08,21.0,Suburban,57.7,57.5,,
Puyallup School District (WA),23.66,2016-17,0.61,949.0,47.0,1104.14,21.0,Suburban,56.4,61.3,,
Puyallup School District (WA),23.99,2017-18,0.62,952.0,48.0,1145.41,21.0,Suburban,62.2,63.2,,
Puyallup School District (WA),23.89,2018-19,0.66,972.0,50.0,1184.8,21.0,Suburban,59.5,60.9,,
Puyallup School District (WA),22.04,2019-20,0.6,1069.0,53.0,1176.52,21.0,Suburban,,,,
Puyallup School District (WA),18.46,2020-21,0.5,1213.0,65.0,1200.57,21.0,Suburban,51.3,47.9,,
Puyallup School District (WA),23.5,2021-22,0.64,959.0,50.0,1163.73,21.0,Suburban,51.0,48.0,,
Puyallup School District (WA),22.6,2022-23,0.61,1022.0,54.0,1225.0,21.0,Suburban,47.0,47.1,,
Puyallup School District (WA),23.01,2023-24,0.62,995.0,54.0,1252.6,21.0,Suburban,46.9,49.4,68.7,74.4
Puyallup School District (WA),13.95,2024-25,0.38,1651.0,88.0,1225.75,21.0,Suburban,46.6,52.5,67.1,76.5
Queets-Clearwater School District (WA),0.0,2015-16,0.0,,,3.0,43.0,Distant Rural,,,,
Queets-Clearwater School District (WA),0.0,2016-17,0.0,,,3.03,43.0,Distant Rural,,,,
Queets-Clearwater School District (WA),0.0,2017-18,0.0,,,3.01,43.0,Distant Rural,,,,
Queets-Clearwater School District (WA),0.0,2018-19,0.0,,,3.0,43.0,Distant Rural,,,,
Queets-Clearwater School District (WA),0.0,2019-20,0.0,,,3.01,43.0,Distant Rural,,,,
Queets-Clearwater School District (WA),0.0,2020-21,0.0,,,1.89,43.0,Distant Rural,,,,
Queets-Clearwater School District (WA),0.0,2021-22,0.0,,,2.0,43.0,Distant Rural,,,,
Queets-Clearwater School District (WA),0.0,2022-23,0.0,,,4.0,43.0,Distant Rural,,,,
Queets-Clearwater School District (WA),0.0,2023-24,,,,3.62,43.0,Distant Rural,,,,
Queets-Clearwater School District (WA),0.0,2024-25,,,,3.67,43.0,Distant Rural,,,,
Quilcene School District (WA),0.0,2015-16,0.0,,,24.34,42.0,Distant Rural,38.5,61.1,,
Quilcene School District (WA),0.0,2016-17,0.0,,,25.69,42.0,Distant Rural,27.8,26.3,,
Quilcene School District (WA),0.0,2017-18,0.0,,,26.66,42.0,Distant Rural,35.0,31.3,,
Quilcene School District (WA),0.0,2018-19,0.0,,,28.38,42.0,Distant Rural,50.0,37.5,,
Quilcene School District (WA),0.0,2019-20,0.0,,,28.27,42.0,Distant Rural,,,,
Quilcene School District (WA),0.0,2020-21,0.0,,,27.72,42.0,Distant Rural,25.0,29.2,,
Quilcene School District (WA),0.0,2021-22,0.0,,,27.0,42.0,Distant Rural,22.2,19.0,,
Quilcene School District (WA),0.0,2022-23,0.0,,,29.0,42.0,Distant Rural,56.3,30.8,,
Quilcene School District (WA),0.0,2023-24,,,,26.26,42.0,Distant Rural,,28.6,,57.1
Quilcene School District (WA),0.0,2024-25,,,,27.43,42.0,Distant Rural,66.7,,83.3,69.2
Quillayute Valley School District (WA),1.0,2015-16,0.17,3092.0,139.0,139.4,33.0,Mid-size,38.0,49.3,,
Quillayute Valley School District (WA),1.0,2016-17,0.17,3083.0,125.0,124.97,33.0,Mid-size,25.0,35.2,,
Quillayute Valley School District (WA),1.0,2017-18,0.17,2956.0,123.0,123.27,33.0,Mid-size,47.4,40.0,,
Quillayute Valley School District (WA),1.0,2018-19,0.14,3283.0,158.0,158.14,33.0,Mid-size,38.6,48.4,,
Quillayute Valley School District (WA),1.0,2019-20,0.14,3378.0,175.0,174.79,33.0,Mid-size,,,,
Quillayute Valley School District (WA),1.0,2020-21,0.17,3367.0,178.0,177.96,33.0,Mid-size,22.4,37.8,,
Quillayute Valley School District (WA),1.0,2021-22,0.17,2696.0,200.0,199.53,33.0,Mid-size,20.9,33.3,,
Quillayute Valley School District (WA),1.0,2022-23,0.17,2473.0,181.0,181.0,33.0,Mid-size,20.0,25.4,,
Quillayute Valley School District (WA),1.0,2023-24,0.17,3439.0,162.0,162.39,43.0,Distant Rural,46.9,25.9,81.3,53.1
Quillayute Valley School District (WA),0.0,2024-25,,,,164.76,43.0,Distant Rural,29.5,25.8,57.4,53.2
Quincy School District (WA),0.92,2015-16,0.13,3177.0,181.0,166.36,32.0,Mid-size,19.1,26.3,,
Quincy School District (WA),0.92,2016-17,0.13,3253.0,186.0,171.52,32.0,Mid-size,16.8,35.1,,
Quincy School District (WA),0.88,2017-18,0.13,3411.0,200.0,176.38,32.0,Mid-size,24.5,36.7,,
Quincy School District (WA),1.88,2018-19,0.27,1610.0,92.0,173.11,32.0,Mid-size,26.7,44.6,,
Quincy School District (WA),2.0,2019-20,0.25,1517.0,90.0,180.17,32.0,Mid-size,,,,
Quincy School District (WA),2.0,2020-21,0.22,1525.0,90.0,180.25,32.0,Mid-size,27.5,27.5,,
Quincy School District (WA),2.0,2021-22,0.22,1563.0,91.0,181.21,32.0,Mid-size,25.6,31.1,,
Quincy School District (WA),2.0,2022-23,0.22,1542.0,101.0,201.0,32.0,Mid-size,22.7,33.3,,
Quincy School District (WA),2.0,2023-24,0.22,1601.0,101.0,201.28,32.0,Mid-size,24.7,42.4,48.0,66.9
Quincy School District (WA),2.0,2024-25,0.22,1581.0,96.0,192.82,32.0,Mid-size,25.9,34.1,49.6,61.4
Rainier School District (WA),1.0,2015-16,0.33,804.0,46.0,45.89,42.0,Distant Rural,52.7,63.5,,
Rainier School District (WA),1.0,2016-17,0.33,812.0,46.0,46.43,42.0,Distant Rural,56.7,45.8,,
Rainier School District (WA),1.0,2017-18,0.33,878.0,48.0,48.0,42.0,Distant Rural,46.6,64.8,,
Rainier School District (WA),1.0,2018-19,0.33,899.0,49.0,48.99,42.0,Distant Rural,53.4,50.0,,
Rainier School District (WA),1.0,2019-20,0.33,922.0,51.0,50.62,42.0,Distant Rural,,,,
Rainier School District (WA),1.0,2020-21,0.33,888.0,52.0,52.0,42.0,Distant Rural,37.7,39.4,,
Rainier School District (WA),1.0,2021-22,0.33,918.0,51.0,51.0,42.0,Distant Rural,52.9,37.3,,
Rainier School District (WA),1.0,2022-23,0.33,931.0,57.0,57.0,42.0,Distant Rural,50.0,56.4,,
Rainier School District (WA),1.0,2023-24,0.33,979.0,57.0,57.0,42.0,Distant Rural,49.4,41.6,70.1,72.7
Rainier School District (WA),1.0,2024-25,0.33,1017.0,57.0,56.86,42.0,Distant Rural,52.0,56.8,81.3,80.7
Raymond School District (WA),0.0,2015-16,0.0,,,39.99,41.0,Rural,50.0,29.7,,
Raymond School District (WA),0.0,2016-17,0.0,,,39.99,41.0,Rural,35.0,54.8,,
Raymond School District (WA),0.0,2017-18,0.0,,,38.16,41.0,Rural,42.9,43.5,,
Raymond School District (WA),0.0,2018-19,0.0,,,37.01,41.0,Rural,37.0,43.2,,
Raymond School District (WA),0.0,2019-20,0.0,,,36.0,41.0,Rural,,,,
Raymond School District (WA),0.0,2020-21,0.0,,,36.29,33.0,Mid-size,20.0,38.5,,
Raymond School District (WA),0.0,2021-22,0.0,,,32.59,41.0,Rural,33.3,30.2,,
Raymond School District (WA),0.0,2022-23,0.0,,,35.0,41.0,Rural,30.6,17.1,,
Raymond School District (WA),0.0,2023-24,,,,37.36,43.0,Distant Rural,37.5,26.7,66.7,57.8
Raymond School District (WA),0.0,2024-25,,,,30.63,43.0,Distant Rural,43.6,38.9,64.1,77.8
Reardan-Edwall School District (WA),1.0,2015-16,0.33,544.0,32.0,32.48,42.0,Distant Rural,61.0,64.0,,
Reardan-Edwall School District (WA),0.0,2016-17,0.0,,,30.73,42.0,Distant Rural,64.2,58.3,,
Reardan-Edwall School District (WA),0.0,2017-18,0.0,,,28.08,42.0,Distant Rural,63.4,,,
Reardan-Edwall School District (WA),0.0,2018-19,0.0,,,32.01,42.0,Distant Rural,61.2,46.2,,
Reardan-Edwall School District (WA),0.0,2019-20,0.0,,,34.58,42.0,Distant Rural,,,,
Reardan-Edwall School District (WA),0.0,2020-21,0.0,,,37.34,42.0,Distant Rural,32.0,42.6,,
Reardan-Edwall School District (WA),0.0,2021-22,0.0,,,42.1,42.0,Distant Rural,33.3,51.0,,
Reardan-Edwall School District (WA),0.0,2022-23,0.0,,,42.0,42.0,Distant Rural,48.0,50.0,,
Reardan-Edwall School District (WA),0.0,2023-24,,,,43.34,42.0,Distant Rural,42.3,51.0,54.9,78.4
Reardan-Edwall School District (WA),0.0,2024-25,,,,46.28,42.0,Distant Rural,49.0,52.4,64.7,76.2
Renton School District (WA),20.5,2015-16,0.71,778.0,40.0,817.48,13.0,Urban,49.7,60.7,,
Renton School District (WA),20.5,2016-17,0.71,773.0,40.0,819.07,12.0,Urban,49.3,56.5,,
Renton School District (WA),21.0,2017-18,0.75,766.0,39.0,821.59,12.0,Urban,51.5,54.3,,
Renton School District (WA),22.0,2018-19,0.76,747.0,39.0,850.16,12.0,Urban,49.8,49.9,,
Renton School District (WA),23.0,2019-20,0.79,704.0,38.0,867.47,12.0,Urban,,,,
Renton School District (WA),23.0,2020-21,0.77,678.0,37.0,842.24,12.0,Urban,37.3,39.0,,
Renton School District (WA),22.99,2021-22,0.77,666.0,35.0,798.7,12.0,Urban,41.3,39.8,,
Renton School District (WA),22.25,2022-23,0.74,684.0,37.0,825.0,12.0,Urban,43.5,38.6,,
Renton School District (WA),22.42,2023-24,0.72,673.0,37.0,834.64,12.0,Urban,45.0,40.4,62.7,60.0
Renton School District (WA),23.5,2024-25,0.76,633.0,34.0,803.58,12.0,Urban,46.1,45.0,63.1,64.8
